1985,18,Floyd Bannister*,/players/b/bannifl01.shtml,bannifl01,30,CHW,AL,10,14,.417,4.87,34,34,0,4,1,0,210.2,211,121,114,30,100,5,198,4,0,11,928,89,4.14,1.476,9.0,1.3,4.3,8.5,1.98
1985,19,Len Barker,/players/b/barkele01.shtml,barkele01,29,ATL,NL,2,9,.182,6.35,20,18,1,0,0,0,73.2,84,55,52,10,37,1,47,1,0,3,335,60,4.72,1.643,10.3,1.2,4.5,5.7,1.27
1985,20,Jeff Barkley,/players/b/barklje01.shtml,barklje01,25,CLE,AL,0,3,.000,5.27,21,0,6,0,0,1,41.0,37,26,24,5,15,3,30,0,1,2,174,79,3.90,1.268,8.1,1.1,3.3,6.6,2.00
1985,21,Salome Barojas,/players/b/barojsa01.shtml,barojsa01,28,SEA,AL,0,5,.000,5.98,17,4,3,0,0,0,52.2,65,40,35,6,33,5,27,0,0,6,250,71,5.02,1.861,11.1,1.0,5.6,4.6,0.82
1985,22,Dave Beard,/players/b/beardda01.shtml,beardda01,25,CHC,NL,0,0,,6.39,9,0,5,0,0,0,12.2,16,9,9,2,7,2,4,0,0,0,59,64,5.76,1.816,11.4,1.4,5.0,2.8,0.57
1985,23,Jim Beattie,/players/b/beattji01.shtml,beattji01,30,SEA,AL,5,6,.455,7.29,18,15,1,1,1,0,70.1,93,61,57,9,33,0,45,3,0,2,335,58,4.60,1.791,11.9,1.2,4.2,5.8,1.36
1985,24,Joe Beckwith,/players/b/beckwjo01.shtml,beckwjo01,30,KCR,AL,1,5,.167,4.07,49,0,21,0,0,1,95.0,99,45,43,9,32,8,80,3,0,6,410,101,3.34,1.379,9.4,0.9,3.0,7.6,2.50
1985,25,Steve Bedrosian,/players/b/bedrost01.shtml,bedrost01,27,ATL,NL,7,15,.318,3.83,37,37,0,0,0,0,206.2,198,101,88,17,111,6,134,5,0,6,907,100,4.14,1.495,8.6,0.7,4.8,5.8,1.21
1985,26,Rick Behenna,/players/b/behenri01.shtml,behenri01,25,CLE,AL,0,2,.000,7.78,4,4,0,0,0,0,19.2,29,17,17,3,8,0,4,0,0,1,91,54,5.48,1.881,13.3,1.4,3.7,1.8,0.50
1985,27,Eric Bell*,/players/b/beller01.shtml,beller01,21,BAL,AL,0,0,,4.76,4,0,3,0,0,0,5.2,4,3,3,1,4,0,4,0,0,0,24,90,5.68,1.412,6.4,1.6,6.4,6.4,1.00
1985,28,Juan Berenguer,/players/b/berenju01.shtml,berenju01,30,DET,AL,5,6,.455,5.59,31,13,9,0,0,0,95.0,96,67,59,12,48,3,82,1,1,4,424,73,4.15,1.516,9.1,1.1,4.5,7.8,1.71
1985,29,Bruce Berenyi,/players/b/berenbr01.shtml,berenbr01,30,NYM,NL,1,0,1.000,2.63,3,3,0,0,0,0,13.2,8,6,4,0,10,0,10,1,0,3,58,137,3.64,1.317,5.3,0.0,6.6,6.6,1.00
1985,30,Karl Best,/players/b/bestka01.shtml,bestka01,26,SEA,AL,2,1,.667,1.95,15,0,7,0,0,4,32.1,25,9,7,1,6,0,32,1,0,0,128,217,1.76,0.959,7.0,0.3,1.7,8.9,5.33
1985,31,Mike Bielecki,/players/b/bielemi01.shtml,bielemi01,25,PIT,NL,2,3,.400,4.53,12,7,1,0,0,0,45.2,45,26,23,5,31,1,22,1,1,1,211,80,5.25,1.664,8.9,1.0,6.1,4.3,0.71
1985,32,Tim Birtsas*,/players/b/birtsti01.shtml,birtsti01,24,OAK,AL,10,6,.625,4.01,29,25,4,2,0,0,141.1,124,72,63,18,91,0,94,3,0,6,624,95,5.00,1.521,7.9,1.1,5.8,6.0,1.03
1985,33,Bud Black*,/players/b/blackbu02.shtml,blackbu02,28,KCR,AL,10,15,.400,4.33,33,33,0,5,2,0,205.2,216,111,99,17,59,4,122,8,1,9,885,95,3.55,1.337,9.5,0.7,2.6,5.3,2.07
1985,34,Vida Blue*,/players/b/bluevi01.shtml,bluevi01,35,SFG,NL,8,8,.500,4.47,33,20,5,1,0,0,131.0,115,70,65,17,80,1,103,1,2,8,574,78,4.65,1.489,7.9,1.2,5.5,7.1,1.29
1985,35,Bert Blyleven,/players/b/blylebe01.shtml,blylebe01,34,TOT,AL,17,16,.515,3.16,37,37,0,24,5,0,293.2,264,121,103,23,75,1,206,9,1,4,1203,134,3.16,1.154,8.1,0.7,2.3,6.3,2.75
1985,36,Bert Blyleven,/players/b/blylebe01.shtml,blylebe01,34,CLE,AL,9,11,.450,3.26,23,23,0,15,4,0,179.2,163,76,65,14,49,1,129,7,1,1,743,128,3.20,1.180,8.2,0.7,2.5,6.5,2.63
1985,37,Bert Blyleven,/players/b/blylebe01.shtml,blylebe01,34,MIN,AL,8,5,.615,3.00,14,14,0,9,1,0,114.0,101,45,38,9,26,0,77,2,0,3,460,146,3.10,1.114,8.0,0.7,2.1,6.1,2.96
1985,38,Mike Boddicker,/players/b/boddimi01.shtml,boddimi01,27,BAL,AL,12,17,.414,4.07,32,32,0,9,2,0,203.1,227,104,92,13,89,7,135,5,0,5,899,99,3.57,1.554,10.0,0.6,3.9,6.0,1.52
1985,39,Joe Boever,/players/b/boevejo01.shtml,boevejo01,24,STL,NL,0,0,,4.41,13,0,5,0,0,0,16.1,17,8,8,3,4,1,20,0,0,1,69,83,3.36,1.286,9.4,1.7,2.2,11.0,5.00
1985,40,Tommy Boggs,/players/b/boggsto01.shtml,boggsto01,29,TEX,AL,0,0,,11.57,4,0,0,0,0,0,7.0,13,9,9,3,2,0,6,0,0,0,36,38,7.40,2.143,16.7,3.9,2.6,7.7,3.00
1985,41,Greg Booker,/players/b/bookegr01.shtml,bookegr01,25,SDP,NL,0,1,.000,6.85,17,0,9,0,0,0,22.1,20,17,17,3,17,2,7,1,0,5,102,52,6.22,1.657,8.1,1.2,6.9,2.8,0.41
1985,42,Rich Bordi,/players/b/bordiri01.shtml,bordiri01,26,NYY,AL,6,8,.429,3.21,51,3,16,0,0,2,98.0,95,41,35,5,29,4,64,1,0,1,415,126,2.96,1.265,8.7,0.5,2.7,5.9,2.21
1985,43,Derek Botelho,/players/b/botelde01.shtml,botelde01,28,CHC,NL,1,3,.250,5.32,11,7,0,1,0,0,44.0,52,27,26,8,23,1,23,2,0,2,203,75,5.71,1.705,10.6,1.6,4.7,4.7,1.00
1985,44,Oil Can Boyd,/players/b/boydoi01.shtml,boydoi01,25,BOS,AL,15,13,.536,3.70,35,35,0,13,3,0,272.1,273,117,112,26,67,3,154,4,1,1,1132,116,3.58,1.248,9.0,0.9,2.2,5.1,2.30
1985,45,Tom Brennan,/players/b/brennto01.shtml,brennto01,32,LAD,NL,1,3,.250,7.39,12,4,2,0,0,0,31.2,41,26,26,2,11,4,17,0,3,0,144,47,3.47,1.642,11.7,0.6,3.1,4.8,1.55
1985,46,Mark Brown,/players/b/brownma02.shtml,brownma02,25,MIN,AL,0,0,,6.89,6,0,4,0,0,0,15.2,21,13,12,1,7,0,5,0,0,0,73,65,4.22,1.787,12.1,0.6,4.0,2.9,0.71
1985,47,Mike Brown,/players/b/brownmi01.shtml,brownmi01,26,BOS,AL,0,0,,21.60,2,1,0,0,0,0,3.1,9,8,8,0,3,0,3,0,1,0,22,22,3.58,3.600,24.3,0.0,8.1,8.1,1.00
1985,48,Tom Browning*,/players/b/brownto05.shtml,brownto05,25,CIN,NL,20,9,.690,3.55,38,38,0,6,4,0,261.1,242,111,103,29,73,8,155,3,0,2,1083,106,3.81,1.205,8.3,1.0,2.5,5.3,2.12
1985,49,Warren Brusstar,/players/b/brusswa01.shtml,brusswa01,33,CHC,NL,4,3,.571,6.05,51,0,20,0,0,4,74.1,87,55,50,8,36,11,34,3,0,3,346,66,4.74,1.655,10.5,1.0,4.4,4.1,0.94
1985,50,Bob Buchanan*,/players/b/buchabo01.shtml,buchabo01,24,CIN,NL,1,0,1.000,8.44,14,0,3,0,0,0,16.0,25,15,15,4,9,1,3,0,0,1,77,45,7.25,2.125,14.1,2.3,5.1,1.7,0.33
1985,51,Tim Burke,/players/b/burketi01.shtml,burketi01,26,MON,NL,9,4,.692,2.39,78,0,31,0,0,8,120.1,86,32,32,9,44,14,87,7,0,7,483,143,3.48,1.080,6.4,0.7,3.3,6.5,1.98
1985,52,Britt Burns*,/players/b/burnsbr01.shtml,burnsbr01,26,CHW,AL,18,11,.621,3.96,36,34,1,8,4,0,227.0,206,105,100,26,79,1,172,2,0,2,944,109,3.73,1.256,8.2,1.0,3.1,6.8,2.18
1985,53,Ray Burris,/players/b/burrira01.shtml,burrira01,34,MIL,AL,9,13,.409,4.81,29,28,0,6,0,0,170.1,182,95,91,25,53,0,81,3,0,7,738,86,4.63,1.380,9.6,1.3,2.8,4.3,1.53
1985,54,Dennis Burtt,/players/b/burttde01.shtml,burttde01,27,MIN,AL,2,2,.500,3.81,5,2,1,0,0,0,28.1,20,13,12,2,7,0,9,0,1,1,109,116,3.71,0.953,6.4,0.6,2.2,2.9,1.29
1985,55,John Butcher,/players/b/butchjo01.shtml,butchjo01,28,MIN,AL,11,14,.440,4.98,34,33,0,8,2,0,207.2,239,125,115,24,43,4,92,6,1,5,893,88,4.01,1.358,10.4,1.0,1.9,4.0,2.14
1985,56,Sal Butera,/players/b/butersa01.shtml,butersa01,32,MON,NL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,2.68,0.000,0.0,0.0,0.0,0.0,
1985,57,Marty Bystrom,/players/b/bystrma01.shtml,bystrma01,26,NYY,AL,3,2,.600,5.71,8,8,0,0,0,0,41.0,44,29,26,8,19,0,16,1,0,0,180,71,5.90,1.537,9.7,1.8,4.2,3.5,0.84
1985,58,Jeff Calhoun*,/players/c/calhoje01.shtml,calhoje01,27,HOU,NL,2,5,.286,2.54,44,0,21,0,0,4,63.2,56,21,18,2,24,4,47,0,1,4,259,137,2.75,1.257,7.9,0.3,3.4,6.6,1.96
1985,59,Ernie Camacho,/players/c/camacer01.shtml,camacer01,30,CLE,AL,0,1,.000,8.10,2,0,1,0,0,0,3.1,4,3,3,0,1,0,2,0,0,1,15,57,2.38,1.500,10.8,0.0,2.7,5.4,2.00
1985,60,Rick Camp,/players/c/campri01.shtml,campri01,32,ATL,NL,4,6,.400,3.95,66,2,23,0,0,3,127.2,130,72,56,8,61,11,49,5,0,4,569,97,4.28,1.496,9.2,0.6,4.3,3.5,0.80
1985,61,Bill Campbell,/players/c/campbbi02.shtml,campbbi02,36,STL,NL,5,3,.625,3.50,50,0,18,0,0,4,64.1,55,32,25,5,21,9,41,2,0,1,270,103,3.49,1.181,7.7,0.7,2.9,5.7,1.95
1985,62,John Candelaria*,/players/c/candejo01.shtml,candejo01,31,TOT,MLB,9,7,.563,3.73,50,13,26,1,1,9,125.1,127,56,52,14,38,3,100,4,0,2,530,105,3.55,1.316,9.1,1.0,2.7,7.2,2.63
1985,63,John Candelaria*,/players/c/candejo01.shtml,candejo01,31,PIT,NL,2,4,.333,3.64,37,0,26,0,0,9,54.1,57,23,22,7,14,2,47,1,0,0,229,100,3.46,1.307,9.4,1.2,2.3,7.8,3.36
1985,64,John Candelaria*,/players/c/candejo01.shtml,candejo01,31,CAL,AL,7,3,.700,3.80,13,13,0,1,1,0,71.0,70,33,30,7,24,1,53,3,0,2,301,110,3.61,1.324,8.9,0.9,3.0,6.7,2.21
1985,65,Steve Carlton*,/players/c/carltst01.shtml,carltst01,40,PHI,NL,1,8,.111,3.33,16,16,0,0,0,0,92.0,84,43,34,6,53,4,48,0,2,3,401,112,4.22,1.489,8.2,0.6,5.2,4.7,0.91
1985,66,Don Carman*,/players/c/carmado01.shtml,carmado01,25,PHI,NL,9,4,.692,2.08,71,0,33,0,0,7,86.1,52,25,20,6,38,3,87,2,0,1,342,179,2.96,1.042,5.4,0.6,4.0,9.1,2.29
1985,67,Chuck Cary*,/players/c/carych01.shtml,carych01,25,DET,AL,0,1,.000,3.42,16,0,6,0,0,2,23.2,16,9,9,2,8,1,22,2,0,0,95,121,3.19,1.014,6.1,0.8,3.0,8.4,2.75
1985,68,Bobby Castillo,/players/c/castibo01.shtml,castibo01,30,LAD,NL,2,2,.500,5.43,35,5,5,0,0,0,68.0,59,42,41,9,41,6,57,1,0,2,301,64,4.58,1.471,7.8,1.2,5.4,7.5,1.39
1985,69,Bill Caudill,/players/c/caudibi01.shtml,caudibi01,28,TOR,AL,4,6,.400,2.99,67,0,51,0,0,14,69.1,53,26,23,9,35,6,46,2,0,0,297,142,4.65,1.269,6.9,1.2,4.5,6.0,1.31
1985,70,John Cerutti*,/players/c/cerutjo01.shtml,cerutjo01,25,TOR,AL,0,2,.000,5.40,4,1,1,0,0,0,6.2,10,7,4,1,4,0,5,1,0,2,36,83,5.38,2.100,13.5,1.4,5.4,6.8,1.25
1985,71,Rocky Childress,/players/c/childro01.shtml,childro01,23,PHI,NL,0,1,.000,6.21,16,1,3,0,0,0,33.1,45,23,23,3,9,3,14,0,0,1,151,60,3.82,1.620,12.2,0.8,2.4,3.8,1.56
1985,72,Jim Clancy,/players/c/clancji01.shtml,clancji01,29,TOR,AL,9,6,.600,3.78,23,23,0,1,0,0,128.2,117,54,54,15,37,0,66,0,0,2,527,112,4.04,1.197,8.2,1.0,2.6,4.6,1.78
1985,73,Bryan Clark*,/players/c/clarkbr01.shtml,clarkbr01,28,CLE,AL,3,4,.429,6.32,31,3,10,0,0,2,62.2,78,47,44,8,34,2,24,0,0,5,290,66,5.21,1.787,11.2,1.1,4.9,3.4,0.71
1985,74,Stan Clarke*,/players/c/clarkst02.shtml,clarkst02,24,TOR,AL,0,0,,4.50,4,0,2,0,0,0,4.0,3,2,2,1,2,0,2,0,0,0,16,103,6.43,1.250,6.8,2.3,4.5,4.5,1.00
1985,75,Mark Clear,/players/c/clearma01.shtml,clearma01,29,BOS,AL,1,3,.250,3.72,41,0,30,0,0,3,55.2,45,26,23,1,50,10,55,5,0,8,259,116,3.91,1.707,7.3,0.2,8.1,8.9,1.10
1985,76,Roger Clemens,/players/c/clemero02.shtml,clemero02,22,BOS,AL,7,5,.583,3.29,15,15,0,3,1,0,98.1,83,38,36,5,37,0,74,3,3,1,407,130,3.06,1.220,7.6,0.5,3.4,6.8,2.00
1985,77,Pat Clements*,/players/c/clemepa01.shtml,clemepa01,23,TOT,MLB,5,2,.714,3.46,68,0,19,0,0,3,96.1,86,37,37,6,40,5,36,2,0,3,400,115,4.05,1.308,8.0,0.6,3.7,3.4,0.90
1985,78,Pat Clements*,/players/c/clemepa01.shtml,clemepa01,23,CAL,AL,5,0,1.000,3.34,41,0,12,0,0,1,62.0,47,23,23,4,25,2,19,2,0,1,247,125,4.22,1.161,6.8,0.6,3.6,2.8,0.76
1985,79,Pat Clements*,/players/c/clemepa01.shtml,clemepa01,23,PIT,NL,0,2,.000,3.67,27,0,7,0,0,2,34.1,39,14,14,2,15,3,17,0,0,2,153,99,3.76,1.573,10.2,0.5,3.9,4.5,1.13
1985,80,Stew Cliburn,/players/c/clibust02.shtml,clibust02,28,CAL,AL,9,3,.750,2.09,44,0,26,0,0,6,99.0,87,25,23,5,26,6,48,1,0,2,395,199,3.19,1.141,7.9,0.5,2.4,4.4,1.85
1985,81,Jaime Cocanower,/players/c/cocanja01.shtml,cocanja01,28,MIL,AL,6,8,.429,4.33,24,15,2,3,1,0,116.1,122,72,56,6,73,2,44,8,0,13,534,96,4.69,1.676,9.4,0.5,5.6,3.4,0.60
1985,82,Chris Codiroli,/players/c/codirch01.shtml,codirch01,27,OAK,AL,14,14,.500,4.46,37,37,0,4,0,0,226.0,228,125,112,23,78,2,111,3,1,8,975,86,4.10,1.354,9.1,0.9,3.1,4.4,1.42
1985,83,Tim Conroy*,/players/c/conroti01.shtml,conroti01,25,OAK,AL,0,1,.000,4.26,16,2,7,0,0,0,25.1,22,15,12,3,15,1,8,1,0,4,110,91,5.49,1.461,7.8,1.1,5.3,2.8,0.53
1985,84,Glen Cook,/players/c/cookgl01.shtml,cookgl01,25,TEX,AL,2,3,.400,9.45,9,7,1,0,0,0,40.0,53,42,42,12,18,1,19,3,0,1,187,45,7.21,1.775,11.9,2.7,4.1,4.3,1.06
1985,85,Don Cooper,/players/c/coopedo01.shtml,coopedo01,29,NYY,AL,0,0,,5.40,7,0,2,0,0,0,10.0,12,6,6,2,3,0,4,0,0,1,44,77,5.38,1.500,10.8,1.8,2.7,3.6,1.33
1985,86,Doug Corbett,/players/c/corbedo01.shtml,corbedo01,32,CAL,AL,3,3,.500,4.89,30,0,11,0,0,0,46.0,49,33,25,7,20,3,24,1,0,0,203,86,4.99,1.500,9.6,1.4,3.9,4.7,1.20
1985,87,Ed Correa,/players/c/correed01.shtml,correed01,19,CHW,AL,1,0,1.000,6.97,5,1,3,0,0,0,10.1,11,9,8,2,11,0,10,0,0,1,51,64,6.46,2.129,9.6,1.7,9.6,8.7,0.91
1985,88,Joe Cowley,/players/c/cowlejo01.shtml,cowlejo01,26,NYY,AL,12,6,.667,3.95,30,26,2,1,0,0,159.2,132,75,70,29,85,2,97,6,1,5,684,102,5.54,1.359,7.4,1.6,4.8,5.5,1.14
1985,89,Danny Cox,/players/c/coxda01.shtml,coxda01,25,STL,NL,18,9,.667,2.88,35,35,0,10,4,0,241.0,226,91,77,19,64,5,131,3,1,3,989,124,3.46,1.203,8.4,0.7,2.4,4.9,2.05
1985,90,Steve Crawford,/players/c/crawfst01.shtml,crawfst01,27,BOS,AL,6,5,.545,3.76,44,1,26,0,0,12,91.0,103,47,38,5,28,8,58,0,0,5,394,114,3.05,1.440,10.2,0.5,2.8,5.7,2.07
1985,91,Keith Creel,/players/c/creelke01.shtml,creelke01,26,CLE,AL,2,5,.286,4.79,15,8,5,0,0,0,62.0,73,35,33,7,23,2,31,2,0,1,277,87,4.36,1.548,10.6,1.0,3.3,4.5,1.35
1985,92,Ron Darling,/players/d/darliro01.shtml,darliro01,24,NYM,NL,16,6,.727,2.90,36,35,1,4,2,0,248.0,214,93,80,21,114,1,167,3,1,7,1043,120,3.85,1.323,7.8,0.8,4.1,6.1,1.46
1985,93,Danny Darwin,/players/d/darwida01.shtml,darwida01,29,MIL,AL,8,18,.308,3.80,39,29,8,11,1,2,217.2,212,112,92,34,65,4,125,4,0,6,919,109,4.52,1.273,8.8,1.4,2.7,5.2,1.92
1985,94,Joel Davis,/players/d/davisjo03.shtml,davisjo03,20,CHW,AL,3,3,.500,4.16,12,11,0,1,0,0,71.1,71,34,33,6,26,0,37,1,0,1,307,104,3.88,1.360,9.0,0.8,3.3,4.7,1.42
1985,95,Mark Davis*,/players/d/davisma01.shtml,davisma01,24,SFG,NL,5,12,.294,3.54,77,1,38,0,0,7,114.1,89,49,45,13,41,7,131,3,1,6,465,98,3.03,1.137,7.0,1.0,3.2,10.3,3.20
1985,96,Ron Davis,/players/d/davisro02.shtml,davisro02,29,MIN,AL,2,6,.250,3.48,57,0,50,0,0,25,64.2,55,28,25,7,35,6,72,4,1,8,285,126,3.67,1.392,7.7,1.0,4.9,10.0,2.06
1985,97,Steve Davis*,/players/d/davisst03.shtml,davisst03,24,TOR,AL,2,1,.667,3.54,10,5,1,0,0,0,28.0,23,14,11,5,13,0,22,0,0,0,117,121,4.83,1.286,7.4,1.6,4.2,7.1,1.69
1985,98,Storm Davis,/players/d/davisst02.shtml,davisst02,23,BAL,AL,10,8,.556,4.53,31,28,0,8,1,0,175.0,172,92,88,11,70,5,93,1,1,2,750,89,3.66,1.383,8.8,0.6,3.6,4.8,1.33
1985,99,Bill Dawley,/players/d/dawlebi01.shtml,dawlebi01,27,HOU,NL,5,3,.625,3.56,49,0,19,0,0,2,81.0,76,35,32,7,37,7,48,0,0,2,347,98,3.99,1.395,8.4,0.8,4.1,5.3,1.30
1985,100,Ken Dayley*,/players/d/dayleke01.shtml,dayleke01,26,STL,NL,4,4,.500,2.76,57,0,27,0,0,11,65.1,65,24,20,2,18,9,62,0,0,4,271,130,2.01,1.270,9.0,0.3,2.5,8.5,3.44
1985,101,Jeff Dedmon,/players/d/dedmoje01.shtml,dedmoje01,25,ATL,NL,6,3,.667,4.08,60,0,15,0,0,0,86.0,84,52,39,5,49,14,41,1,1,2,377,94,4.23,1.547,8.8,0.5,5.1,4.3,0.84
1985,102,Jose DeLeon,/players/d/deleojo01.shtml,deleojo01,24,PIT,NL,2,19,.095,4.70,31,25,5,1,0,3,162.2,138,93,85,15,89,3,149,3,1,7,700,77,3.75,1.395,7.6,0.8,4.9,8.2,1.67
1985,103,Luis DeLeon,/players/d/deleolu01.shtml,deleolu01,26,SDP,NL,0,3,.000,4.19,29,0,13,0,0,3,38.2,39,18,18,6,10,4,31,3,0,1,163,85,4.11,1.267,9.1,1.4,2.3,7.2,3.10
1985,104,John Denny,/players/d/dennyjo01.shtml,dennyjo01,32,PHI,NL,11,14,.440,3.82,33,33,0,6,2,0,230.2,252,112,98,15,83,5,123,3,0,8,998,97,3.58,1.452,9.8,0.6,3.2,4.8,1.48
1985,105,Jim Deshaies*,/players/d/deshaji01.shtml,deshaji01,25,HOU,NL,0,0,,0.00,2,0,0,0,0,0,3.0,1,0,0,0,0,0,2,0,0,0,10,,1.35,0.333,3.0,0.0,0.0,6.0,
1985,106,Carlos Diaz*,/players/d/diazca01.shtml,diazca01,27,LAD,NL,6,3,.667,2.61,46,0,21,0,0,0,79.1,70,28,23,7,18,6,73,0,0,1,326,133,2.67,1.109,7.9,0.8,2.0,8.3,4.06
1985,107,Frank DiPino*,/players/d/dipinfr01.shtml,dipinfr01,28,HOU,NL,3,7,.300,4.03,54,0,29,0,0,6,76.0,69,44,34,7,43,6,49,2,1,4,329,86,4.37,1.474,8.2,0.8,5.1,5.8,1.14
1985,108,Ken Dixon,/players/d/dixonke01.shtml,dixonke01,24,BAL,AL,8,4,.667,3.67,34,18,7,3,1,1,162.0,144,68,66,20,64,7,108,2,2,5,683,110,4.18,1.284,8.0,1.1,3.6,6.0,1.69
1985,109,John Dopson,/players/d/dopsojo01.shtml,dopsojo01,21,MON,NL,0,2,.000,11.08,4,3,0,0,0,0,13.0,25,17,16,4,4,0,4,0,0,2,70,32,6.99,2.231,17.3,2.8,2.8,2.8,1.00
1985,110,Jim Dorsey,/players/d/dorseji01.shtml,dorseji01,29,BOS,AL,0,1,.000,20.25,2,1,0,0,0,0,5.1,12,12,12,2,10,1,2,0,0,0,37,23,12.43,4.125,20.3,3.4,16.9,3.4,0.20
1985,111,Richard Dotson,/players/d/dotsori01.shtml,dotsori01,26,CHW,AL,3,4,.429,4.47,9,9,0,0,0,0,52.1,53,30,26,5,17,1,33,3,0,0,226,97,3.81,1.338,9.1,0.9,2.9,5.7,1.94
1985,112,Dave Dravecky*,/players/d/draveda01.shtml,draveda01,29,SDP,NL,13,11,.542,2.93,34,31,1,7,2,0,214.2,200,79,70,18,57,5,105,1,2,2,876,120,3.61,1.197,8.4,0.8,2.4,4.4,1.84
1985,113,Jamie Easterly*,/players/e/easteja01.shtml,easteja01,32,CLE,AL,4,1,.800,3.92,50,7,18,0,0,0,98.2,96,52,43,9,53,4,58,4,0,7,435,106,4.43,1.510,8.8,0.8,4.8,5.3,1.09
1985,114,Dennis Eckersley,/players/e/eckerde01.shtml,eckerde01,30,CHC,NL,11,7,.611,3.08,25,25,0,6,2,0,169.1,145,61,58,15,19,4,117,3,3,0,664,129,2.84,0.969,7.7,0.8,1.0,6.2,6.16
1985,115,Steve Engel*,/players/e/engelst01.shtml,engelst01,23,CHC,NL,1,5,.167,5.57,11,8,1,1,0,1,51.2,61,36,32,10,26,1,29,0,1,2,237,72,5.59,1.684,10.6,1.7,4.5,5.1,1.12
